sales_key,order_id,customer_key,product_key,region_key,date_key,revenue,shipping_days,shipping_lag
1425,CA-2015-161508,392,709,517,20150712,22.29,0,"Same Day"
1426,CA-2015-161508,392,852,517,20150712,3.49,0,"Same Day"
1427,CA-2015-161508,392,130,517,20150712,16.03,0,"Same Day"
1428,CA-2015-161634,418,1019,338,20151114,32.40,0,"Same Day"
1429,CA-2015-162089,89,799,231,20150330,127.30,0,"Same Day"
1430,CA-2015-162089,89,561,231,20150330,335.72,0,"Same Day"
1431,CA-2015-162089,89,824,231,20150330,251.94,0,"Same Day"
1432,CA-2015-162278,739,473,60,20151026,63.92,0,"Same Day"
1433,CA-2015-162278,739,1506,60,20151026,383.96,0,"Same Day"
1434,CA-2015-162362,146,620,375,20151114,11.52,0,"Same Day"
1435,CA-2015-162362,146,16,375,20151114,12.72,0,"Same Day"
1436,CA-2015-162684,358,1063,75,20150801,5.68,0,"Same Day"
1437,CA-2015-162775,295,626,193,20150113,5.64,0,"Same Day"
1438,CA-2015-162775,295,624,193,20150113,50.94,0,"Same Day"
1439,CA-2015-162775,295,154,193,20150113,11.36,0,"Same Day"
1440,CA-2015-162775,295,627,193,20150113,572.58,0,"Same Day"
1441,CA-2015-162775,295,625,193,20150113,646.74,0,"Same Day"
1442,CA-2015-162866,477,1281,302,20151227,32.95,0,"Same Day"
1443,CA-2015-162866,477,1201,302,20151227,30.02,0,"Same Day"
1444,CA-2015-162992,163,490,142,20151219,22.55,0,"Same Day"
1445,CA-2015-162992,163,579,142,20151219,14.62,0,"Same Day"
1446,CA-2015-162992,163,1299,142,20151219,583.80,0,"Same Day"
1447,CA-2015-162992,163,671,142,20151219,211.17,0,"Same Day"
1448,CA-2015-163013,570,569,154,20151128,14.67,0,"Same Day"
1449,CA-2015-163034,214,772,27,20151124,646.20,0,"Same Day"
1450,CA-2015-163223,121,375,29,20150321,9.32,0,"Same Day"
1451,CA-2015-163223,121,807,29,20150321,122.94,0,"Same Day"
1452,CA-2015-163223,121,1595,29,20150321,14.40,0,"Same Day"
1453,CA-2015-163223,121,1138,29,20150321,122.97,0,"Same Day"
1454,CA-2015-163223,121,1604,29,20150321,3499.93,0,"Same Day"
1455,CA-2015-163293,347,925,258,20150908,83.88,0,"Same Day"
1456,CA-2015-163293,347,924,258,20150908,32.97,0,"Same Day"
1457,CA-2015-163412,417,1479,46,20151220,192.19,0,"Same Day"
1458,CA-2015-163419,357,668,128,20151111,603.92,0,"Same Day"
1459,CA-2015-163419,357,759,128,20151111,3.39,0,"Same Day"
1460,CA-2015-163419,357,760,128,20151111,559.98,0,"Same Day"
1461,CA-2015-163447,354,214,165,20151227,767.21,0,"Same Day"
1462,CA-2015-163468,301,1687,562,20151118,424.12,0,"Same Day"
1463,CA-2015-163468,301,1465,562,20151118,8.54,0,"Same Day"
1464,CA-2015-163468,301,279,562,20151118,292.10,0,"Same Day"
1465,CA-2015-163468,301,549,562,20151118,2.89,0,"Same Day"
1466,CA-2015-163468,301,627,562,20151118,381.72,0,"Same Day"
1467,CA-2015-163552,157,468,104,20150711,854.94,0,"Same Day"
1468,CA-2015-163552,157,94,104,20150711,124.11,0,"Same Day"
1469,CA-2015-163552,157,789,104,20150711,14.40,0,"Same Day"
1470,CA-2015-163552,157,260,104,20150711,177.20,0,"Same Day"
1471,CA-2015-163552,157,788,104,20150711,197.97,0,"Same Day"
1472,CA-2015-163559,462,928,46,20150923,139.44,0,"Same Day"
1473,CA-2015-163650,628,843,22,20150923,9.84,0,"Same Day"
1474,CA-2015-163650,628,1033,22,20150923,34.50,0,"Same Day"
1475,CA-2015-163748,644,1711,7,20151014,3.16,0,"Same Day"
1476,CA-2015-163748,644,621,7,20151014,1999.96,0,"Same Day"
1477,CA-2015-164182,462,1834,12,20150714,31.98,0,"Same Day"
1478,CA-2015-164182,462,1072,12,20150714,41.58,0,"Same Day"
1479,CA-2015-164182,462,1837,12,20150714,13.49,0,"Same Day"
1480,CA-2015-164182,462,1759,12,20150714,23.99,0,"Same Day"
1481,CA-2015-164210,618,1358,128,20151118,145.98,0,"Same Day"
1482,CA-2015-164210,618,870,128,20151118,35.81,0,"Same Day"
1483,CA-2015-164224,75,1306,76,20150518,149.23,0,"Same Day"
1484,CA-2015-164224,75,1060,76,20150518,15.94,0,"Same Day"
1485,CA-2015-164259,134,292,106,20151228,99.14,0,"Same Day"
1486,CA-2015-164315,362,1284,507,20150402,154.90,0,"Same Day"
1487,CA-2015-164315,362,1662,507,20150402,15.84,0,"Same Day"
1488,CA-2015-164315,362,1543,507,20150402,1049.93,0,"Same Day"
1489,CA-2015-164385,631,817,64,20150926,143.95,0,"Same Day"
1490,CA-2015-164469,137,1143,161,20150625,9.33,0,"Same Day"
1491,CA-2015-164469,137,361,161,20150625,71.63,0,"Same Day"
1492,CA-2015-164469,137,810,161,20150625,263.96,0,"Same Day"
1493,CA-2015-164721,430,746,91,20151125,23.88,0,"Same Day"
1494,CA-2015-164721,430,656,91,20151125,320.88,0,"Same Day"
1495,CA-2015-164721,430,1080,91,20151125,26.76,0,"Same Day"
1496,CA-2015-164742,505,819,101,20151013,245.98,0,"Same Day"
1497,CA-2015-164742,505,93,101,20151013,18.94,0,"Same Day"
1498,CA-2015-164749,697,623,573,20150323,9.91,0,"Same Day"
1499,CA-2015-164861,638,1204,359,20151203,25.92,0,"Same Day"
1500,CA-2015-164903,257,1564,14,20150220,12.96,0,"Same Day"
1501,CA-2015-164910,665,281,197,20151112,7.87,0,"Same Day"
1502,CA-2015-164973,135,293,24,20151104,135.88,0,"Same Day"
1503,CA-2015-164973,135,124,24,20151104,43.57,0,"Same Day"
1504,CA-2015-164973,135,295,24,20151104,360.00,0,"Same Day"
1505,CA-2015-164973,135,294,24,20151104,3991.98,0,"Same Day"
1506,CA-2015-164973,135,41,24,20151104,275.94,0,"Same Day"
1507,CA-2015-165309,31,1494,15,20151111,67.56,0,"Same Day"
1508,CA-2015-165309,31,1509,15,20151111,1.23,0,"Same Day"
1509,CA-2015-165309,31,1187,15,20151111,896.99,0,"Same Day"
1510,CA-2015-165309,31,1544,15,20151111,262.34,0,"Same Day"
1511,CA-2015-165309,31,364,15,20151111,21.72,0,"Same Day"
1512,CA-2015-165309,31,926,15,20151111,148.48,0,"Same Day"
1513,CA-2015-165309,31,1172,15,20151111,241.18,0,"Same Day"
1514,CA-2015-165379,313,1374,163,20150709,14.35,0,"Same Day"
1515,CA-2015-165379,313,943,163,20150709,10.37,0,"Same Day"
1516,CA-2015-165393,721,447,7,20151227,4.98,0,"Same Day"
1517,CA-2015-165428,692,530,67,20150901,3.65,0,"Same Day"
1518,CA-2015-165428,692,262,67,20150901,31.10,0,"Same Day"
1519,CA-2015-165477,792,1215,362,20151229,48.36,0,"Same Day"
1520,CA-2015-165540,613,614,398,20150221,8.85,0,"Same Day"
1521,CA-2015-165568,293,888,60,20150215,21.36,0,"Same Day"
1522,CA-2015-165764,130,1318,223,20151103,410.35,0,"Same Day"
1523,CA-2015-165764,130,115,223,20151103,945.04,0,"Same Day"
1524,CA-2015-165764,130,1295,223,20151103,14.30,0,"Same Day"
1525,CA-2015-165764,130,726,223,20151103,25.98,0,"Same Day"
1526,CA-2015-165806,92,495,511,20150407,58.32,0,"Same Day"
1527,CA-2015-165806,92,1097,511,20150407,200.97,0,"Same Day"
1528,CA-2015-165974,298,634,94,20150629,32.76,0,"Same Day"
1529,CA-2015-166051,601,534,130,20150531,113.73,0,"Same Day"
1530,CA-2015-166051,601,423,130,20150531,659.97,0,"Same Day"
1531,CA-2015-166086,565,641,129,20150507,872.32,0,"Same Day"
1532,CA-2015-166086,565,1609,129,20150507,194.25,0,"Same Day"
1533,CA-2015-166086,565,677,129,20150507,8.64,0,"Same Day"
1534,CA-2015-166086,565,62,129,20150507,16.14,0,"Same Day"
1535,CA-2015-166191,84,172,68,20151205,24.82,0,"Same Day"
1536,CA-2015-166191,84,173,68,20151205,408.74,0,"Same Day"
1537,CA-2015-166457,725,281,127,20150505,6.56,0,"Same Day"
1538,CA-2015-166457,725,1663,127,20150505,24.56,0,"Same Day"
1539,CA-2015-166457,725,1426,127,20150505,9.42,0,"Same Day"
1540,CA-2015-166471,378,1086,6,20150809,219.17,0,"Same Day"
1541,CA-2015-166471,378,644,6,20150809,1091.17,0,"Same Day"
1542,CA-2015-166590,545,68,135,20151029,75.88,0,"Same Day"
1543,CA-2015-166590,545,1450,135,20151029,1.98,0,"Same Day"
1544,CA-2015-166716,258,1518,27,20150820,421.37,0,"Same Day"
1545,CA-2015-166730,733,1177,32,20151230,39.13,0,"Same Day"
1546,CA-2015-166744,36,433,210,20150920,362.94,0,"Same Day"
1547,CA-2015-166744,36,867,210,20150920,164.22,0,"Same Day"
1548,CA-2015-166744,36,248,210,20150920,59.98,0,"Same Day"
1549,CA-2015-166863,711,1567,303,20150620,193.07,0,"Same Day"
1550,CA-2015-166863,711,16,303,20150620,3.39,0,"Same Day"
1551,CA-2015-166863,711,58,303,20150620,11.65,0,"Same Day"
1552,CA-2015-166863,711,1729,303,20150620,15.55,0,"Same Day"
1553,CA-2015-166863,711,73,303,20150620,509.49,0,"Same Day"
1554,CA-2015-166863,711,1512,303,20150620,418.80,0,"Same Day"
1555,CA-2015-166863,711,1387,303,20150620,201.58,0,"Same Day"
1556,CA-2015-166884,238,1045,48,20150311,8.32,0,"Same Day"
1557,CA-2015-166884,238,852,48,20150311,10.46,0,"Same Day"
1558,CA-2015-166891,418,1612,24,20151004,589.41,0,"Same Day"
1559,CA-2015-166954,458,881,493,20150425,1487.04,0,"Same Day"
1560,CA-2015-166954,458,72,493,20150425,303.25,0,"Same Day"
1561,CA-2015-166954,458,1297,493,20150425,270.72,0,"Same Day"
1562,CA-2015-166961,523,1672,521,20151227,10.98,0,"Same Day"
1563,CA-2015-166961,523,1098,521,20151227,37.06,0,"Same Day"
1564,CA-2015-166961,523,1740,521,20151227,7.86,0,"Same Day"
1565,CA-2015-166961,523,460,521,20151227,51.45,0,"Same Day"
1566,CA-2015-166989,85,1484,165,20151114,69.26,0,"Same Day"
1567,CA-2015-166989,85,254,165,20151114,11.36,0,"Same Day"
1568,CA-2015-167164,9,18,9,20150513,55.50,0,"Same Day"
1569,CA-2015-167199,468,121,1,20150106,2573.82,0,"Same Day"
1570,CA-2015-167199,468,451,1,20150106,5.48,0,"Same Day"
1571,CA-2015-167199,468,575,1,20150106,609.98,0,"Same Day"
1572,CA-2015-167199,468,1528,1,20150106,31.12,0,"Same Day"
1573,CA-2015-167199,468,790,1,20150106,6.54,0,"Same Day"
1574,CA-2015-167199,468,875,1,20150106,755.96,0,"Same Day"
1575,CA-2015-167199,468,35,1,20150106,391.98,0,"Same Day"
1576,CA-2015-167360,580,407,359,20151124,111.79,0,"Same Day"
1577,CA-2015-167486,706,900,251,20151127,199.90,0,"Same Day"
1578,CA-2015-167724,409,1829,309,20150413,7.83,0,"Same Day"
1579,CA-2015-167850,133,291,105,20150809,15.55,0,"Same Day"
1580,CA-2015-167850,133,290,105,20150809,178.38,0,"Same Day"
1581,CA-2015-167927,191,883,21,20150120,14.73,0,"Same Day"
1582,CA-2015-167927,191,271,21,20150120,272.94,0,"Same Day"
1583,CA-2015-167927,191,15,21,20150120,247.72,0,"Same Day"
1584,CA-2015-167927,191,1074,21,20150120,43.92,0,"Same Day"
1585,CA-2015-167927,191,541,21,20150120,19.05,0,"Same Day"
1586,CA-2015-167927,191,1000,21,20150120,29.70,0,"Same Day"
1587,CA-2015-167927,191,5,21,20150120,13.98,0,"Same Day"
1588,CA-2015-167927,191,1305,21,20150120,66.58,0,"Same Day"
1589,CA-2015-167997,663,637,601,20150126,141.96,0,"Same Day"
1590,CA-2015-167997,663,960,601,20150126,10.68,0,"Same Day"
1591,CA-2015-168130,741,1164,165,20150919,887.10,0,"Same Day"
1592,CA-2015-168158,671,739,151,20150719,6.10,0,"Same Day"
1593,CA-2015-168305,485,1792,14,20151101,44.40,0,"Same Day"
1594,CA-2015-168305,485,1126,14,20151101,21.40,0,"Same Day"
1595,CA-2015-168312,544,1308,67,20150301,376.51,0,"Same Day"
1596,CA-2015-168312,544,1290,67,20150301,137.35,0,"Same Day"
1597,CA-2015-168368,316,65,340,20150211,60.89,0,"Same Day"
1598,CA-2015-168368,316,1334,340,20150211,332.94,0,"Same Day"
1599,CA-2015-168368,316,69,340,20150211,51.90,0,"Same Day"
1600,CA-2015-168368,316,549,340,20150211,9.64,0,"Same Day"
1601,CA-2015-168368,316,696,340,20150211,14.94,0,"Same Day"
1602,CA-2015-168368,316,577,340,20150211,64.96,0,"Same Day"
1603,CA-2015-168473,15,919,30,20151226,191.88,0,"Same Day"
1604,CA-2015-168494,414,907,254,20151212,254.97,0,"Same Day"
1605,CA-2015-168494,414,217,254,20151212,3610.85,0,"Same Day"
1606,CA-2015-168494,414,906,254,20151212,764.69,0,"Same Day"
1607,CA-2015-168592,504,1212,95,20150908,56.65,0,"Same Day"
1608,CA-2015-168592,504,133,95,20150908,4.02,0,"Same Day"
1609,CA-2015-168592,504,330,95,20150908,14.97,0,"Same Day"
1610,CA-2015-168823,16,873,106,20150921,20.81,0,"Same Day"
1611,CA-2015-168823,16,206,106,20150921,11.35,0,"Same Day"
1612,CA-2015-168984,509,785,301,20151126,15.55,0,"Same Day"
1613,CA-2015-168984,509,755,301,20151126,669.08,0,"Same Day"
1614,CA-2015-168984,509,1086,301,20151126,438.34,0,"Same Day"
1615,CA-2015-169019,167,1495,66,20150726,17.50,0,"Same Day"
1616,CA-2015-169019,167,1215,66,20150726,4.84,0,"Same Day"
1617,CA-2015-169019,167,303,66,20150726,16.78,0,"Same Day"
1618,CA-2015-169019,167,215,66,20150726,8.88,0,"Same Day"
1619,CA-2015-169019,167,318,66,20150726,2177.58,0,"Same Day"
1620,CA-2015-169019,167,335,66,20150726,431.14,0,"Same Day"
1621,CA-2015-169033,28,1078,256,20150330,49.65,0,"Same Day"
1622,CA-2015-169061,493,400,232,20150305,59.52,0,"Same Day"
1623,CA-2015-169061,493,1355,232,20150305,49.63,0,"Same Day"
1624,CA-2015-169061,493,1195,232,20150305,97.82,0,"Same Day"
1625,CA-2015-169061,493,666,232,20150305,18.62,0,"Same Day"
1626,CA-2015-169061,493,267,232,20150305,479.97,0,"Same Day"
1627,CA-2015-169257,648,250,134,20150606,1.37,0,"Same Day"
1628,CA-2015-169257,648,1432,134,20150606,62.02,0,"Same Day"
1629,CA-2015-169446,612,1831,37,20151219,15.55,0,"Same Day"
1630,CA-2015-169446,612,1043,37,20151219,32.59,0,"Same Day"
1631,CA-2015-169446,612,1890,37,20151219,323.98,0,"Same Day"
1632,CA-2015-169460,377,218,59,20150419,76.14,0,"Same Day"
1633,CA-2015-169642,122,951,2,20150727,276.28,0,"Same Day"
1634,CA-2015-169649,132,548,156,20151209,20.39,0,"Same Day"
1635,CA-2015-169649,132,1743,156,20151209,8.45,0,"Same Day"
1636,CA-2015-169684,93,971,366,20151020,328.59,0,"Same Day"
1637,CA-2015-169684,93,358,366,20151020,98.35,0,"Same Day"
1638,CA-2015-169726,99,1520,6,20150809,2060.74,0,"Same Day"
1639,CA-2015-169775,363,441,329,20150829,174.06,0,"Same Day"
1640,CA-2015-169775,363,1189,329,20150829,505.18,0,"Same Day"
1641,CA-2015-169775,363,1188,329,20150829,29.81,0,"Same Day"
1642,CA-2015-169803,610,567,61,20150406,653.55,0,"Same Day"
1643,CA-2015-169803,610,664,61,20150406,33.90,0,"Same Day"
1644,CA-2015-169852,246,59,143,20151021,36.36,0,"Same Day"
1645,CA-2016-100146,119,580,588,20160514,509.96,0,"Same Day"
1646,CA-2016-100146,119,1236,588,20160514,97.57,0,"Same Day"
1647,CA-2016-100146,119,1518,588,20160514,722.35,0,"Same Day"
1648,CA-2016-100146,119,519,588,20160514,122.91,0,"Same Day"
1649,CA-2016-100216,708,745,155,20160413,31.10,0,"Same Day"
1650,CA-2016-100216,708,934,155,20160413,54.82,0,"Same Day"
1651,CA-2016-100454,313,678,46,20161120,186.05,0,"Same Day"
1652,CA-2016-100454,313,677,46,20161120,11.52,0,"Same Day"
1653,CA-2016-100454,313,632,46,20161120,60.45,0,"Same Day"
1654,CA-2016-100545,6,618,75,20161122,11.61,0,"Same Day"
1655,CA-2016-100573,563,761,26,20160925,17.48,0,"Same Day"
1656,CA-2016-100657,574,1557,25,20161102,109.76,0,"Same Day"
1657,CA-2016-100685,417,659,199,20161219,7.04,0,"Same Day"
1658,CA-2016-100685,417,244,199,20161219,5.04,0,"Same Day"
1659,CA-2016-100685,417,977,199,20161219,116.28,0,"Same Day"
1660,CA-2016-100734,557,99,106,20160915,3.58,0,"Same Day"
1661,CA-2016-100734,557,198,106,20160915,147.18,0,"Same Day"
1662,CA-2016-100769,275,663,134,20160516,255.97,0,"Same Day"
1663,CA-2016-100818,26,1560,156,20160531,51.56,0,"Same Day"
1664,CA-2016-100818,26,1000,156,20160531,3.56,0,"Same Day"
1665,CA-2016-100818,26,1150,156,20160531,5.90,0,"Same Day"
1666,CA-2016-100818,26,1040,156,20160531,173.49,0,"Same Day"
1667,CA-2016-100888,709,687,223,20160406,47.95,0,"Same Day"
1668,CA-2016-101000,491,537,212,20160409,370.14,0,"Same Day"
1669,CA-2016-101007,100,199,78,20160209,20.80,0,"Same Day"
1670,CA-2016-101091,574,502,12,20161205,26.06,0,"Same Day"
1671,CA-2016-101091,574,1058,12,20161205,47.98,0,"Same Day"
1672,CA-2016-101126,241,1231,106,20160210,77.24,0,"Same Day"
1673,CA-2016-101154,497,17,189,20160918,443.92,0,"Same Day"
1674,CA-2016-101707,59,86,189,20160827,3.08,0,"Same Day"
1675,CA-2016-101707,59,934,189,20160827,114.20,0,"Same Day"
1676,CA-2016-101707,59,135,189,20160827,32.94,0,"Same Day"
1677,CA-2016-101868,78,1171,329,20160609,38.52,0,"Same Day"
1678,CA-2016-101868,78,1664,329,20160609,64.20,0,"Same Day"
1679,CA-2016-101868,78,1728,329,20160609,72.60,0,"Same Day"
1680,CA-2016-101889,107,744,369,20161227,1548.99,0,"Same Day"
1681,CA-2016-101889,107,1471,369,20161227,19.87,0,"Same Day"
1682,CA-2016-101910,304,479,198,20161127,283.92,0,"Same Day"
1683,CA-2016-101924,11,1548,326,20160904,9.76,0,"Same Day"
1684,CA-2016-102016,613,184,136,20160912,9.26,0,"Same Day"
1685,CA-2016-102016,613,114,136,20160912,27.18,0,"Same Day"
1686,CA-2016-102016,613,312,136,20160912,1.24,0,"Same Day"
1687,CA-2016-102016,613,256,136,20160912,20.70,0,"Same Day"
1688,CA-2016-102016,613,1020,136,20160912,28.90,0,"Same Day"
1689,CA-2016-102016,613,46,136,20160912,105.98,0,"Same Day"
1690,CA-2016-102036,80,1305,60,20160921,199.74,0,"Same Day"
1691,CA-2016-102260,320,1049,79,20160922,2.82,0,"Same Day"
1692,CA-2016-102260,320,970,79,20160922,3.20,0,"Same Day"
1693,CA-2016-102260,320,1182,79,20160922,12.00,0,"Same Day"
1694,CA-2016-102260,320,976,79,20160922,25.42,0,"Same Day"
1695,CA-2016-102260,320,914,79,20160922,720.06,0,"Same Day"
1696,CA-2016-102281,89,38,46,20161012,626.35,0,"Same Day"
1697,CA-2016-102281,89,180,46,20161012,899.14,0,"Same Day"
1698,CA-2016-102281,89,183,46,20161012,19.90,0,"Same Day"
1699,CA-2016-102281,89,182,46,20161012,51.84,0,"Same Day"
1700,CA-2016-102281,89,181,46,20161012,71.76,0,"Same Day"
1701,CA-2016-102316,705,392,63,20160301,184.75,0,"Same Day"
1702,CA-2016-102316,705,436,63,20160301,15.98,0,"Same Day"
1703,CA-2016-102491,148,1246,203,20160824,79.96,0,"Same Day"
1704,CA-2016-102491,148,202,203,20160824,3080.00,0,"Same Day"
1705,CA-2016-102491,148,1630,203,20160824,587.97,0,"Same Day"
1706,CA-2016-102582,509,536,273,20160915,1056.86,0,"Same Day"
1707,CA-2016-102582,509,1399,273,20160915,801.96,0,"Same Day"
1708,CA-2016-102582,509,1451,273,20160915,59.97,0,"Same Day"
1709,CA-2016-102722,609,945,69,20160418,106.50,0,"Same Day"
1710,CA-2016-102778,582,207,234,20161121,18.18,0,"Same Day"
1711,CA-2016-102806,429,807,106,20160521,24.59,0,"Same Day"
1712,CA-2016-102848,209,472,2,20161107,190.72,0,"Same Day"
1713,CA-2016-102855,227,1730,322,20160405,23.84,0,"Same Day"
1714,CA-2016-102855,227,98,322,20160405,239.94,0,"Same Day"
1715,CA-2016-102876,757,525,64,20160907,4.92,0,"Same Day"
1716,CA-2016-102876,757,134,64,20160907,9.52,0,"Same Day"
1717,CA-2016-102876,757,423,64,20160907,791.96,0,"Same Day"
1718,CA-2016-103072,305,1221,186,20160927,16.40,0,"Same Day"
1719,CA-2016-103072,305,868,186,20160927,25.92,0,"Same Day"
1720,CA-2016-103093,384,1471,113,20160203,74.52,0,"Same Day"
1721,CA-2016-103135,777,6,176,20160724,20.94,0,"Same Day"
1722,CA-2016-103135,777,496,176,20160724,90.06,0,"Same Day"
1723,CA-2016-103135,777,1246,176,20160724,279.86,0,"Same Day"
1724,CA-2016-103177,634,1332,30,20160530,160.32,0,"Same Day"
1725,CA-2016-103177,634,1314,30,20160530,128.85,0,"Same Day"
1726,CA-2016-103177,634,1777,30,20160530,239.97,0,"Same Day"
1727,CA-2016-103205,343,175,67,20161208,119.96,0,"Same Day"
1728,CA-2016-103716,11,334,95,20160430,34.65,0,"Same Day"
1729,CA-2016-103716,11,505,95,20160430,19.80,0,"Same Day"
1730,CA-2016-103723,458,1071,60,20161201,13.90,0,"Same Day"
1731,CA-2016-103793,297,1040,230,20160326,74.35,0,"Same Day"
1732,CA-2016-103835,465,532,4,20160924,14.91,0,"Same Day"
1733,CA-2016-103835,465,1381,4,20160924,1158.12,0,"Same Day"
1734,CA-2016-103870,134,1660,109,20161227,131.10,0,"Same Day"
1735,CA-2016-103870,134,1867,109,20161227,53.35,0,"Same Day"
1736,CA-2016-103870,134,1201,109,20161227,22.51,0,"Same Day"
1737,CA-2016-103870,134,1870,109,20161227,4.73,0,"Same Day"
1738,CA-2016-103870,134,1441,109,20161227,72.74,0,"Same Day"
1739,CA-2016-103933,113,1352,165,20160925,899.91,0,"Same Day"
1740,CA-2016-103954,368,1685,202,20160809,687.40,0,"Same Day"
1741,CA-2016-103961,160,623,117,20161105,19.82,0,"Same Day"
1742,CA-2016-104038,629,152,304,20160206,29.90,0,"Same Day"
1743,CA-2016-104038,629,1177,304,20160206,146.73,0,"Same Day"
1744,CA-2016-104052,735,1648,282,20160301,95.84,0,"Same Day"
1745,CA-2016-104059,764,1015,158,20160613,3.42,0,"Same Day"
1746,CA-2016-104115,102,105,583,20160612,55.98,0,"Same Day"
1747,CA-2016-104129,21,1551,260,20160227,493.92,0,"Same Day"
1748,CA-2016-104129,21,514,260,20160227,105.98,0,"Same Day"
1749,CA-2016-104241,123,1281,213,20160104,192.22,0,"Same Day"
1750,CA-2016-104346,6,1385,98,20161211,69.58,0,"Same Day"
1751,CA-2016-104346,6,1011,98,20161211,54.92,0,"Same Day"
1752,CA-2016-104346,6,1037,98,20161211,52.42,0,"Same Day"
1753,CA-2016-104346,6,1358,98,20161211,364.95,0,"Same Day"
1754,CA-2016-104346,6,1372,98,20161211,13.12,0,"Same Day"
1755,CA-2016-104346,6,831,98,20161211,4.22,0,"Same Day"
1756,CA-2016-104346,6,785,98,20161211,85.06,0,"Same Day"
1757,CA-2016-104346,6,97,98,20161211,27.70,0,"Same Day"
1758,CA-2016-104346,6,1728,98,20161211,58.08,0,"Same Day"
1759,CA-2016-104486,139,340,10,20160501,12.18,0,"Same Day"
1760,CA-2016-104486,139,255,10,20160501,37.32,0,"Same Day"
1761,CA-2016-104486,139,356,10,20160501,35.06,0,"Same Day"
1762,CA-2016-104493,183,1235,189,20161002,57.50,0,"Same Day"
1763,CA-2016-104514,119,1372,286,20160102,9.84,0,"Same Day"
1764,CA-2016-104514,119,1296,286,20160102,20.04,0,"Same Day"
1765,CA-2016-104514,119,1371,286,20160102,85.52,0,"Same Day"
1766,CA-2016-104626,661,165,118,20160901,60.74,0,"Same Day"
1767,CA-2016-104626,661,1306,118,20160901,124.36,0,"Same Day"
1768,CA-2016-104626,661,716,118,20160901,114.60,0,"Same Day"
1769,CA-2016-104626,661,247,118,20160901,1088.76,0,"Same Day"
1770,CA-2016-104871,661,1612,585,20160330,366.74,0,"Same Day"
1771,CA-2016-104941,705,1586,34,20160613,24.78,0,"Same Day"
1772,CA-2016-104941,705,1217,34,20160613,19.14,0,"Same Day"
1773,CA-2016-104941,705,1564,34,20160613,32.40,0,"Same Day"
1774,CA-2016-104941,705,858,34,20160613,899.97,0,"Same Day"
1775,CA-2016-105102,607,268,46,20160915,46.38,0,"Same Day"
1776,CA-2016-105102,607,1208,46,20160915,79.87,0,"Same Day"
1777,CA-2016-105102,607,13,46,20160915,12.96,0,"Same Day"
1778,CA-2016-105158,134,51,39,20160905,6.16,0,"Same Day"
1779,CA-2016-105158,134,316,39,20160905,36.84,0,"Same Day"
1780,CA-2016-105221,92,1090,12,20161101,3.17,0,"Same Day"
1781,CA-2016-105221,92,178,12,20161101,35.36,0,"Same Day"
1782,CA-2016-105312,364,773,58,20161106,4.40,0,"Same Day"
1783,CA-2016-105312,364,112,58,20161106,7.08,0,"Same Day"
1784,CA-2016-105347,25,428,26,20161124,14.70,0,"Same Day"
1785,CA-2016-105347,25,1138,26,20161124,368.91,0,"Same Day"
1786,CA-2016-105361,442,251,24,20160329,17.64,0,"Same Day"
1787,CA-2016-105571,292,1187,230,20161107,1345.49,0,"Same Day"
1788,CA-2016-105571,292,576,230,20161107,16.15,0,"Same Day"
1789,CA-2016-105599,508,1500,165,20160907,27.41,0,"Same Day"
1790,CA-2016-105599,508,706,165,20160907,13.96,0,"Same Day"
1791,CA-2016-105613,608,1320,479,20161018,73.16,0,"Same Day"
1792,CA-2016-105613,608,1602,479,20161018,27.70,0,"Same Day"
1793,CA-2016-105627,730,1550,310,20160308,512.94,0,"Same Day"
1794,CA-2016-105627,730,1277,310,20160308,860.93,0,"Same Day"
1795,CA-2016-105627,730,1306,310,20160308,373.08,0,"Same Day"
1796,CA-2016-105627,730,1642,310,20160308,14.98,0,"Same Day"
1797,CA-2016-105627,730,350,310,20160308,769.95,0,"Same Day"
1798,CA-2016-105634,457,375,118,20161108,11.65,0,"Same Day"
1799,CA-2016-105690,663,1114,484,20161121,246.13,0,"Same Day"
1800,CA-2016-105690,663,3,484,20161121,11.70,0,"Same Day"
1801,CA-2016-105690,663,1599,484,20161121,439.99,0,"Same Day"
1802,CA-2016-105725,151,982,107,20160218,35.54,0,"Same Day"
1803,CA-2016-105725,151,586,107,20160218,61.06,0,"Same Day"
1804,CA-2016-105844,227,1051,385,20161025,79.36,0,"Same Day"
1805,CA-2016-105970,51,403,239,20160302,10.16,0,"Same Day"
1806,CA-2016-105970,51,624,239,20160302,101.88,0,"Same Day"
1807,CA-2016-106187,576,651,600,20160623,27.42,0,"Same Day"
1808,CA-2016-106187,576,904,600,20160623,165.98,0,"Same Day"
1809,CA-2016-106187,576,1388,600,20160623,75.00,0,"Same Day"
1810,CA-2016-106208,494,993,27,20161210,53.09,0,"Same Day"
1811,CA-2016-106215,273,1344,106,20160416,12.58,0,"Same Day"
1812,CA-2016-106257,687,1010,63,20160413,241.57,0,"Same Day"
1813,CA-2016-106257,687,722,63,20160413,479.92,0,"Same Day"
1814,CA-2016-106320,13,4,13,20160925,1044.63,0,"Same Day"
1815,CA-2016-106362,63,1446,413,20161211,10.33,0,"Same Day"
1816,CA-2016-106565,309,182,202,20160320,51.84,0,"Same Day"
1817,CA-2016-106978,234,757,43,20160928,1.08,0,"Same Day"
